stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
24hpf,0,0,1.35,4.01,0,0.94,0,0,0
2dpf,2.78,0.87,0,0,0,0.71,0,0,1.44
3dpf,1.13,0.4,0,1.02,1.42,11.61,0,0,0.34
5dpf,0.71,1.55,0.37,7.65,1.54,7.94,0.29,0.63,2.54
10dpf,1.17,3.18,0,3.09,5.33,11.17,0,0,0.58
