stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,78.7,0,52.88
12hpf,0,0,0,0,0,0,0,118.03,0,4.81
14hpf,3.51,0,0,0,0,2.47,0,109.1,2.55,42.69
16hpf,21.53,0,0,1.65,0,1.95,0,53.69,13.89,3.69
19hpf,59.74,0,0,0,7.57,0,0,2.98,12.55,24.62
24hpf,47.44,0,0,1.92,2.65,1.16,1.08,8.78,118.1,8.61
2dpf,452.73,0,12.89,50,60.7,148.22,15.12,3.04,55.31,217.63
3dpf,2072.38,6.79,1.09,11.77,24.21,277.87,1.41,0,14.45,78.52
5dpf,135.04,14.22,18.38,76.09,48.91,519.81,6.87,8.97,51,622.27
10dpf,1739.22,21.23,13.8,38.68,43.8,226.84,13.27,1.49,33.04,190.08
