stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0.72,0,0
3dpf,0,0,1.08,0.62,0.37
10dpf,3.82,0.59,1.91,0,0
