stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,periderm
12hpf,0,0,0,2.05,0,2.12
14hpf,0,0,2.89,0,0,0
16hpf,0,0,0,0,0,1.68
24hpf,0,0,0,0,0,0.92
2dpf,2.64,0,1.93,0,0.72,2.35
3dpf,1.88,0,0,0.72,0,0
5dpf,1.1,0,0,0,0,2.82
10dpf,1.52,0.49,0,0,0,0
