stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.76,0,0,0,0,0.86
3dpf,3.42,0,0,1.52,0.48,0
5dpf,0,0.87,0.34,0,0,0.39
10dpf,0,0.52,0,0,0,0
