stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1734.54,57.26,0,0,417.12,42.3,0,57.84,529.95,530.94
12hpf,2009.4,87.15,3.28,67.78,657.39,125.52,1.99,100.31,629.39,564.58
14hpf,1691.68,32.75,66.6,110.71,402.97,224.51,20.14,33.19,390.61,635.62
16hpf,1342.74,84.2,77.98,96.16,473.43,267.61,50.07,45.4,425.42,604.01
19hpf,2614.27,15.37,29.72,98.24,337.69,181.32,79.56,17.55,113.81,666.65
24hpf,1966.51,32.18,50.68,152.74,664.59,322.25,83.28,8.51,296.92,302.67
2dpf,2229.07,37.19,100.87,255.75,898.46,1716.44,185.74,33.16,525.22,520.42
3dpf,7695.95,42.05,53.82,120.03,171.21,2439.93,66.14,0.36,142.88,204.83
5dpf,575.71,86.73,216.64,399.64,165.81,2182.43,174.06,76.49,325.7,935.63
10dpf,4046.88,134.91,304.51,394.2,148.18,2558.85,146.91,3.9,261.88,321.2
