stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,8.51,0,0,3.39,0,1.13,1.04,1.39
3dpf,4.36,0.29,0.64,1.14,0,3.46,0,0
5dpf,0,0.68,0,0,0,1.38,0,0
10dpf,1.09,1.14,0,0,0.89,1.67,0,0
