stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0.87,0,0,0
3dpf,0.42,0,0,0.33,0
5dpf,1.4,1.1,0,0,0.64
10dpf,0,0,1.35,0,0
