stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0.9,0,0,55.05
3dpf,0.85,2.12,0,0.38,0,6.94
5dpf,1.09,0.97,0,2.49,0.76,112.21
10dpf,4.43,3.37,0,3.83,0,58.21
