stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,0,0,0,0,2.01,0,0.62
3dpf,84.55,0,0,0,0.43,0,0
5dpf,0,1.35,12.92,0.81,3.14,1.66,2.59
10dpf,109.57,0,8.21,0,1.32,0.72,0
