stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,2.57,0,0,0,0,0,28.99
3dpf,1.43,0.72,0.65,0.36,0,0,7.41
5dpf,2.04,0,1.36,2.51,0,2.16,23.03
10dpf,0.45,0,5.38,0,1.07,0,25.02
