stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0.85,0.59,0.55,0.72
3dpf,2.56,0,0,0.36,0.8
5dpf,0,0,0,1.42,0
10dpf,1.76,0,0,0,0
