stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,0,8.29
12hpf,82.31,2.14,0,0,43.2,0,0,6.1,38.51,10.52
14hpf,26.35,5.7,9.65,3.82,18.59,4.91,0,0,8.29,10.84
16hpf,5.24,2.48,2.11,8.07,6.16,1.63,0,0,0,0
19hpf,1.55,0,0,0,0,0,0,0,0,0
24hpf,1.98,0,0,0,0,0.81,0,0,0.88,0.89
2dpf,23.8,0.72,0,4.09,13.68,23.36,1.7,0,10.32,3.49
3dpf,30.99,0,0,0.84,1.2,15.09,0,0,0.5,0.6
5dpf,3.02,0.34,0,0.48,0.68,3.73,0,0.59,1.07,1.81
10dpf,42.05,0.6,1.7,8.86,4.05,52.04,2.49,0,4.69,0.87
