stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.77,0.69,0.51,0.58,1.29,0.51
3dpf,0,0,0,0.33,0,0
5dpf,0.29,0,0,0,0,0
10dpf,0,0,0,0,0,0.82
