stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,0,0,0,0.87
2dpf,14.89,2.29,1.02,3.18,2.53,4.27,2.14,0,2.82
3dpf,172.48,0,0.43,0.61,0.76,9.88,0,0.87,1.19
5dpf,6.38,0,0.81,2.61,0,10.96,0.77,2.58,2.28
10dpf,64,0,0,1.39,0,3.76,0,0,0.68
