stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
2dpf,0,0,0,0,0.85
3dpf,0,0,0,0,0.33
5dpf,0.85,0,0.49,1.04,0.72
10dpf,0.99,0.37,0,0.5,0.38
