stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,3.63,0.87,0,0,1.57,0,0.55,0.97
3dpf,0,0,1.46,0,0,0.9,0,0
5dpf,0.45,0,13.93,0.41,0.3,0.71,0,0
10dpf,1.2,0,10.94,0.89,0,1.44,0,0
