stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0.82,0.86,2.04,4.68
3dpf,0,0,0.55,0,0.94,0,0,0
5dpf,0,0,3.64,1.37,2.41,0,0.29,10.26
10dpf,0.76,1.08,26.08,1.56,2.3,0,1.11,4.24
