stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.69,0,0,0,0,0,0
3dpf,36.84,0,0.92,0,0,0.74,0
5dpf,1.94,0,0,0.31,4.56,1.51,2.5
10dpf,106.92,0.43,0.39,0,3.13,0,0
