stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.32,1.5,1.04,0,2.49
3dpf,0.36,0,0,0,1.26
5dpf,0.7,0,0.37,0.31,3.62
10dpf,0,0,1.14,2.02,5.55
