stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0,2.04,0
3dpf,0,0,0,0.51,0.44,0
5dpf,0.52,0,0.42,1.42,0,0.4
10dpf,5.39,0.94,2.31,0,0,0.82
