stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
24hpf,0,0,0.88,0,0,0
2dpf,1.92,0,15.23,7.78,0,0.48
3dpf,0.42,0,9.72,1.78,0.33,0
5dpf,2.84,0,78.05,2.32,1.72,5
10dpf,2.43,1.34,39.39,0,2.71,5.25
