stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,2.41,0
2dpf,0,0,0,0,3.29,0,1.73
3dpf,2.02,0,0,0.41,1.57,0,0
5dpf,5.03,0.68,5.22,0.66,5.56,0.82,0.64
10dpf,8.35,0,108.57,1.52,0.57,0,0
