stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,0,0,1.73
3dpf,5.45,0,0.41,1.11,0.49,1.35,0,17.32
5dpf,0.69,1.03,0.77,2.04,0.39,4.45,1.71,83.65
10dpf,6.28,0,0.93,2.69,0,2.85,0,21.39
