stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,76.04,0,0,0,9.44,0,0,0,42.91,19.13
12hpf,292.98,8.51,2.48,14.6,83.51,10.99,0,10.05,145.6,92.77
14hpf,440.63,0,41.3,25.82,99.76,55.91,2.3,2.69,107.1,27.6
16hpf,324.19,10.56,26.59,4.28,115.32,18.57,10.82,1.79,154.04,86.79
19hpf,306.87,1.69,0,6.33,12.06,16.42,3.34,2.7,10.43,18.19
24hpf,337.79,3.38,7.57,13.86,70.46,21.63,10.66,0,34.09,21.33
2dpf,576.66,13.96,28.63,39.21,174.42,255.51,50.43,1.24,69.05,68.06
3dpf,639.46,13.47,12.03,12.65,12.95,185.08,7.04,0,15.84,23.92
5dpf,102.26,10.52,38.37,22.58,24.01,260.9,18.81,5.44,42.53,128.82
10dpf,294.92,19.22,54.97,33.31,17.8,171.37,9.35,0,30.59,58.78
