stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,0,0,0.33,0.44,0.48
5dpf,0.75,0.92,1.53,0,0
10dpf,1.44,0,1.27,2.35,0
