stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,1.84,0,1.42,0,0
3dpf,3.39,0,0,1.71,0
5dpf,0.52,0,0,0,0.41
10dpf,1.41,2.6,0,1.07,0
