stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0.91,0,0.74,1.29,1.49,0.63,0,0
3dpf,1.3,0,3.02,0.43,0.3,0,0,0
5dpf,1.79,0,86.35,4.91,1.45,0,0,11.96
10dpf,4.28,0.98,113.92,0.79,0,0,2.37,0
