stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,5.21,0,0,8.52,4.3
2dpf,0,0,0,0,0.92
3dpf,0,0,0,0,0.59
5dpf,0,17.2,0.85,0,5.71
10dpf,0,202.82,0,0,0
