stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
2dpf,1.64,0,0,2.01,0
3dpf,0,0,0.29,0.48,0
5dpf,0,0,4.68,0.42,2.95
10dpf,0,0.41,22.48,0,0
