stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
3dpf,5.33,0.8,0,0,0,0
5dpf,0,0,0.92,0.65,0.35,0.35
10dpf,2.36,0,0,0,0,0
