stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
24hpf,0,0,0,0,0.83,0,0,0
2dpf,5.01,0,0,0.83,3.4,4.73,0,3.99
3dpf,12.18,0,0,0,2.79,7.25,0.61,0
5dpf,1.55,0.76,0.41,4.32,2.82,24.04,1.49,2.57
10dpf,8.58,1.94,0.44,3.22,1.91,9.41,1.29,0.42
