stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,1.03,0
3dpf,0,1.32,0,0,0,0
5dpf,0.41,1.25,1.36,1.2,0,10.01
10dpf,0,0.86,0,0,0,13.09
