stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,4.47,0,1.27,38.41,140.03,1.52,0.84,12.39
3dpf,0.89,0,0,4.22,98.55,0,2.77,0
5dpf,3.53,0.9,0,10.35,123.3,0,31.96,5.79
10dpf,2.21,1.35,2.49,8.42,116.53,0,6.19,0
