stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0.91,0,0
3dpf,2.32,0,1.08,0.54,0,0,0
5dpf,0,0.49,1.43,0.77,0,0.31,1.51
10dpf,1.32,0,0,0,0,0,0
