stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,1.08,0
3dpf,71.85,0.31,0.76,1.56,0,0
5dpf,3.59,0.93,0,3.1,1.45,1.21
10dpf,64.31,0,1.88,2.21,0.74,0.56
