stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,4.29,0,0,0,0,0
2dpf,0.75,0,7.06,1,0,1.34,0,7.27
3dpf,1.42,0.32,32.3,0.33,0.98,3.9,0,3.23
5dpf,0.41,1.34,54.07,2.16,0.46,10.62,1.01,9.73
10dpf,18.16,12.51,166.72,1.51,4.41,31.45,3.37,31.12
