stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.66,0,0,0,1.04
3dpf,0.44,1.41,0,0,0.51
5dpf,0,5.01,0,0,4.54
10dpf,0,0,0.8,2.12,0.42
