stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,6.73,0,0,0,0.51,1.59,0,0
3dpf,36.77,0,0,0,0,0.8,0.75,0
5dpf,1.35,0,0.55,0.36,0.95,1.59,1.03,0
10dpf,52.06,0.39,0.59,0.43,0,3.09,0,0.55
