stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme
2dpf,0,0,1.23,0
3dpf,19.48,0,0,0.46
5dpf,0.88,0.38,0,1.72
10dpf,18.47,0,0,0.66
