stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,22939.36,340.51,80.97,0,3623.8,308.01,0,603.14,8102.09,7388.92
12hpf,37210.76,1048.4,125.29,1066.61,8809.77,1672.53,96.62,1937.48,14007.13,11312.45
14hpf,20599.77,270.69,625.52,1148.29,4274.34,2075.27,334.21,450.27,5557.47,5867.24
16hpf,18822.28,704.22,854.41,1233.63,6376.84,2722.86,653.57,788.11,5472.53,6780.12
19hpf,19545.73,145.34,96.22,571.76,2583.33,1159.22,644.76,199.09,1245.43,2233.75
24hpf,22491.5,327.32,255.29,1128.77,6027.26,2630.46,1288.83,99.73,4100.39,2290.87
2dpf,6871.53,175.89,138.91,794.52,3094.09,5356.6,1054.84,71.31,1711.74,758.24
3dpf,13863.34,223.03,41.87,323.04,326.48,3650.02,177.96,0.95,410.76,317.42
5dpf,1475.24,169.38,139.34,776.96,410.03,3802.67,393.75,157.24,913.97,1111.8
10dpf,4420.36,372.44,111.72,749.75,348.81,3615.78,281.05,8.79,635.23,458.36
