stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
14hpf,0,0,0,4.95,0,2.87
3dpf,0,0.47,0,0,0,0
5dpf,0,0.49,1.14,0,0.3,0
10dpf,0.39,0.86,0,0,0.67,0
