stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,4.15,0,0,0,0,1.15
3dpf,7.54,0,0,0.54,0,0
5dpf,1.39,0.79,0,1.67,4.96,1.03
10dpf,4.17,0,0.83,0,2.82,0
