stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,neural_crest,periderm
2dpf,0.53,0.69,1.33,0,0.67,0.59
3dpf,0.41,0.34,0,0.32,0,0
5dpf,0.75,0,2.44,0,0,0
10dpf,1.18,0,0,0,0,0
