stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest
2dpf,0.56,0,0,0
3dpf,3.65,0,0.85,0
5dpf,0,0.34,1.31,0.4
10dpf,2.29,0,0,0
