stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm
2dpf,2.36,0,0,0,0,0,0.55
3dpf,4.09,0,0,0.42,0,0,0
5dpf,2.36,0.68,0.33,0,1.44,1.19,0
10dpf,2.78,0,0,0,1.11,0,0
