stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,0,1.08,0,0,0
3dpf,2.39,0,0,0,0,0.41,0.47
5dpf,1.31,0.86,4.93,2.8,1.4,0.37,1.05
10dpf,2.73,0,4.9,0.61,0,0,0.52
