stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0.87,0,0,0,0
2dpf,1.16,0,0,0,0
3dpf,9.62,0.69,4.03,0.37,0
5dpf,0.85,0.93,2.21,0,0.29
10dpf,1.81,0,1.16,1.63,0
