stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
2dpf,0,0,1.84,1.18,0
3dpf,0,0,0.81,0,0.33
5dpf,0.85,0.35,0.34,0,0
10dpf,1.21,0,1.04,0,0
