stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1,0,1.48,2.32,1.17,2.53
3dpf,1.33,0.6,0,0,0,0.44
5dpf,0.76,0,0,2.83,0,1.14
10dpf,2.37,0.94,0,0.95,0,0.89
