stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,0,0,0,0.75,0
3dpf,2.63,0.48,0,0,0
5dpf,0,0.46,1.33,0,2.67
10dpf,2.07,0,0,0,0.38
