stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,122.08,9.43,0,0,17.65,0,0,0,29.1,41.97
12hpf,140.74,19.76,2.14,7.01,48.29,11.19,0,7.69,64.3,26.43
14hpf,64.89,0,4.74,14.1,18.15,2.25,0,4.64,28.03,9.33
16hpf,120.94,13.25,0,2.13,39.67,5.38,0,3.86,41.23,27.08
19hpf,165.69,0,0,3.15,7.21,0,0,0,0,15.57
24hpf,92.81,0.84,6.05,1.5,36.37,2.6,2.42,0,5.97,17.17
2dpf,233.11,6.04,19.86,12.07,145.92,38.92,15.22,1.03,24.73,33.75
3dpf,180,4.64,1.2,7.32,3.11,13.81,1.09,0,1.85,2.92
5dpf,35.63,0.73,16.44,4.69,16.7,42.07,1.99,0.91,8.09,16.81
10dpf,27.47,0.63,7.67,0,1.54,11.54,0,0,1.24,0
