stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,1.78,0,0,0,0,0,0
2dpf,3.66,0,1.28,0,0,0,0
3dpf,1647.18,0.94,0,2.45,0.33,0,0.68
5dpf,0,0,0,0.73,0,1.06,0.52
10dpf,2.28,0,0,0.84,0,0,0
