stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,42.58,0,0,0,1.42
2dpf,0,0,7.36,0,0,0,3.65
3dpf,1.27,0,2.28,0,0.41,0,0.34
5dpf,0,0,8.79,0.32,2.52,0,4.99
10dpf,3.75,0.99,12.86,2.75,2.62,0.62,0
