stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,41.3,0,0,0,3.25,5.77,1.23,4.36
3dpf,4.1,0,0.79,0,2.22,2.37,0,0
5dpf,3.71,0,0.68,0,0,2.15,0,0
10dpf,73.53,2.38,8.56,2.47,0,15.4,0,3.72
