stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0.9,0,0.8,0,0
3dpf,3.61,0,0,0.83,0.32
5dpf,11.39,0.53,0.58,3.53,1.14
10dpf,20.05,0,0,0.46,0
