stage,central_nervous_system,lateral_mesoderm,mesenchyme,periderm
2dpf,2.24,0,0,0
3dpf,1.7,0,0.29,0
5dpf,0.87,0,0.75,1.31
10dpf,1.05,0.59,1.48,0
