stage,central_nervous_system,endoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0.56,0
3dpf,0.93,0.64,0,0,4.11
5dpf,0.64,0,0,0,27.95
10dpf,0,0,0.51,0,1.88
