stage,central_nervous_system,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0,3.88,0,0,0,0
3dpf,0.74,0,0,0,0.46,0
5dpf,0,0,2.24,0.4,0.83,0
10dpf,0.59,0,4.9,0,0,0.55
