stage,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
12hpf,0,0,0,1.85,0
2dpf,0,0.53,0,0,0
3dpf,0,0.32,0,0,0
5dpf,30.16,0.71,2.21,0,0.85
10dpf,9.76,0,0,0,0
