stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,3.84
3dpf,0.29,0.82,0,0,0,4.24
5dpf,1.03,1.93,0.68,0,0,8.32
10dpf,1.24,2.84,0,9.24,0.87,3.99
