stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
12hpf,6.94,0,0,0,0,21.63,0
14hpf,6.71,0,0,0,8.73,40.75,0
16hpf,0,2.09,0,0,16.7,45.4,1.81
19hpf,0,0,0,0,5.54,5.74,0
24hpf,0,0.92,0.83,0,0,0.88,0
2dpf,2.27,0,0,0.6,0,0,1.57
3dpf,12.49,0.75,0,0.81,0,0,0.53
5dpf,4.84,0,0,1.44,0,0.71,7.94
10dpf,7.69,0,0,0.47,0,0,0
