stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0.93,4.3
3dpf,1.8,0.34,0,0,0,0
5dpf,0,0,0.91,0.76,0,1
10dpf,0.38,0,0,1.35,0,0.65
