stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0.72,1.66,1.07,0,0,0,0,0
3dpf,6.72,15.12,0,0.87,0,0,0.86,0
5dpf,2.14,26.57,0.97,5.75,0.65,0.76,0.93,2.44
10dpf,22.16,152.92,0,2.21,0,0,0.7,0.84
